municipio,crop,month,rank,is_top3,mean_yield,std_yield,high_yield_rate,n_samples,score,recommendation
Chimaltenango,Chile,12,2,True,87.2,6.24,97.9,48,85.74,recomendado
Chimaltenango,Chile,2,3,True,86.45,6.23,98.0,51,85.3,recomendado
Chimaltenango,Chile,3,4,False,86.03,7.13,92.2,51,83.21,secundario
Chimaltenango,Chile,1,5,False,85.39,7.56,90.2,51,82.19,secundario
Chimaltenango,Chile,11,6,False,85.57,8.75,85.4,48,80.81,secundario
Chimaltenango,Chile,7,7,False,84.91,12.71,70.8,48,75.81,secundario
Chimaltenango,Chile,5,8,False,82.36,11.53,72.9,48,74.83,secundario
Chimaltenango,Chile,8,9,False,80.31,11.68,58.3,48,69.12,secundario
Chimaltenango,Chile,10,10,False,75.59,8.92,39.6,48,60.56,secundario
Chimaltenango,Chile,6,11,False,72.6,9.87,43.8,48,59.82,secundario
Chimaltenango,Chile,9,12,False,71.45,5.62,29.2,48,54.91,secundario
Chimaltenango,Coliflor,12,1,True,89.05,7.31,93.8,48,85.64,recomendado
Chimaltenango,Coliflor,4,2,True,88.86,7.9,91.7,48,84.87,recomendado
Chimaltenango,Coliflor,11,3,True,88.1,8.24,91.7,48,84.36,recomendado
Chimaltenango,Coliflor,1,4,False,87.2,6.68,92.2,51,83.99,secundario
Chimaltenango,Coliflor,3,5,False,85.44,7.74,92.2,51,82.79,secundario
Chimaltenango,Coliflor,2,6,False,84.49,7.39,92.2,51,82.19,secundario
Chimaltenango,Coliflor,5,7,False,82.78,9.28,83.3,48,78.34,secundario
Chimaltenango,Coliflor,7,8,False,83.79,10.78,77.1,48,77.05,secundario
Chimaltenango,Coliflor,8,9,False,79.29,11.8,66.7,48,70.95,secundario
Chimaltenango,Coliflor,10,10,False,78.35,10.9,58.3,48,67.88,secundario
Chimaltenango,Coliflor,6,11,False,74.25,9.3,45.8,48,61.55,secundario
Chimaltenango,Coliflor,9,12,False,71.62,7.23,39.6,48,58.07,secundario
Chimaltenango,Espinaca,12,1,True,87.15,6.89,95.8,48,85.05,recomendado
Chimaltenango,Espinaca,2,2,True,84.79,5.69,96.1,51,83.65,recomendado
Chimaltenango,Espinaca,11,3,True,86.27,9.01,91.7,48,83.12,recomendado
Chimaltenango,Espinaca,1,4,False,85.22,7.17,92.2,51,82.68,secundario
Chimaltenango,Espinaca,4,5,False,86.39,9.07,89.6,48,82.57,secundario
Chimaltenango,Espinaca,3,6,False,84.29,6.9,92.2,51,82.09,secundario
Chimaltenango,Espinaca,7,7,False,81.24,11.03,62.5,48,71.0,secundario
Chimaltenango,Espinaca,5,8,False,79.52,9.49,60.4,48,69.34,secundario
Chimaltenango,Espinaca,8,9,False,77.61,11.0,50.0,48,64.9,secundario
Chimaltenango,Espinaca,6,10,False,72.18,8.09,43.8,48,59.64,secundario
Chimaltenango,Espinaca,10,11,False,73.88,11.1,31.2,48,56.84,secundario
Chimaltenango,Espinaca,9,12,False,71.06,6.76,20.8,48,52.1,secundario
Chimaltenango,Fresa,12,1,True,90.29,6.56,97.9,48,87.73,recomendado
Chimaltenango,Fresa,4,2,True,90.15,6.84,97.9,48,87.63,recomendado
Chimaltenango,Fresa,11,3,True,90.38,8.14,93.8,48,86.47,recomendado
Chimaltenango,Fresa,1,4,False,87.49,6.31,98.0,51,85.97,secundario
Chimaltenango,Fresa,2,5,False,86.66,7.13,98.0,51,85.39,secundario
Chimaltenango,Fresa,3,6,False,86.67,7.33,94.1,51,84.2,secundario
Chimaltenango,Fresa,7,7,False,86.77,9.96,83.3,48,80.9,secundario
Chimaltenango,Fresa,10,8,False,80.2,9.81,81.2,48,76.02,secundario
Chimaltenango,Fresa,8,9,False,81.5,11.54,72.9,48,74.27,secundario
Chimaltenango,Fresa,5,10,False,82.36,10.63,70.8,48,74.25,secundario
Chimaltenango,Fresa,9,11,False,76.38,8.55,54.2,48,65.47,secundario
Chimaltenango,Fresa,6,12,False,77.46,8.07,50.0,48,64.94,secundario
Chimaltenango,Frijol,12,1,True,90.06,6.33,97.9,48,87.6,recomendado
Chimaltenango,Frijol,1,2,True,89.95,7.06,98.0,51,87.52,recomendado
Chimaltenango,Frijol,3,3,True,89.57,6.7,98.0,51,87.3,recomendado
Chimaltenango,Frijol,4,4,False,90.46,8.64,93.8,48,86.49,secundario
Chimaltenango,Frijol,2,5,False,88.22,6.93,96.1,51,85.82,secundario
Chimaltenango,Frijol,11,6,False,89.18,9.8,91.7,48,84.98,secundario
Chimaltenango,Frijol,5,7,False,85.64,9.7,85.4,48,80.8,secundario
Chimaltenango,Frijol,7,8,False,85.65,10.84,81.2,48,79.51,secundario
Chimaltenango,Frijol,10,9,False,80.88,8.41,75.0,48,74.65,secundario
Chimaltenango,Frijol,8,10,False,81.75,12.4,70.8,48,73.77,secundario
Chimaltenango,Frijol,9,11,False,75.09,8.79,43.8,48,61.49,secundario
Chimaltenango,Frijol,6,12,False,74.04,10.04,39.6,48,59.5,secundario
Chimaltenango,Lechuga,4,1,True,88.35,7.0,95.8,48,85.83,recomendado
Chimaltenango,Lechuga,11,2,True,84.8,8.09,91.7,48,82.21,recomendado
Chimaltenango,Lechuga,12,3,True,85.24,6.93,89.6,48,81.93,recomendado
Chimaltenango,Lechuga,1,4,False,84.58,6.96,90.2,51,81.69,secundario
Chimaltenango,Lechuga,3,5,False,83.16,6.58,90.2,51,80.79,secundario
Chimaltenango,Lechuga,2,6,False,82.43,6.15,90.2,51,80.33,secundario
Chimaltenango,Lechuga,7,7,False,80.67,12.52,60.4,48,69.93,secundario
Chimaltenango,Lechuga,5,8,False,78.51,10.48,50.0,48,65.51,secundario
Chimaltenango,Lechuga,8,9,False,76.68,10.0,47.9,48,63.71,secundario
Chimaltenango,Lechuga,10,10,False,74.09,11.28,35.4,48,58.22,secundario
Chimaltenango,Lechuga,9,11,False,71.64,7.21,35.4,48,56.83,secundario
Chimaltenango,Lechuga,6,12,False,71.54,6.27,33.3,48,56.19,secundario
Chimaltenango,Limon,4,1,True,88.36,9.38,91.7,48,84.47,recomendado
Chimaltenango,Limon,5,2,True,84.7,10.55,79.2,48,78.28,recomendado
Chimaltenango,Limon,3,3,True,80.27,8.78,74.5,51,74.09,recomendado
Chimaltenango,Limon,7,4,False,82.9,10.76,68.8,48,73.97,secundario
Chimaltenango,Limon,11,5,False,79.2,8.25,64.6,48,70.44,secundario
Chimaltenango,Limon,8,6,False,81.23,12.96,60.4,48,70.28,secundario
Chimaltenango,Limon,12,7,False,77.71,6.51,62.5,48,68.94,secundario
Chimaltenango,Limon,10,8,False,76.82,8.12,60.4,48,67.65,secundario
Chimaltenango,Limon,2,9,False,76.37,7.01,58.8,51,66.94,secundario
Chimaltenango,Limon,1,10,False,75.44,6.69,52.9,51,64.58,secundario
Chimaltenango,Limon,9,11,False,72.78,10.03,39.6,48,58.68,secundario
Chimaltenango,Limon,6,12,False,72.15,10.63,31.2,48,55.74,secundario
Chimaltenango,Maiz,4,1,True,91.1,6.9,97.9,48,88.25,recomendado
Chimaltenango,Maiz,5,2,True,91.49,7.61,95.8,48,87.84,recomendado
Chimaltenango,Maiz,8,3,True,91.61,9.28,93.8,48,87.21,recomendado
Chimaltenango,Maiz,7,4,False,88.61,8.58,93.8,48,85.29,secundario
Chimaltenango,Maiz,10,5,False,86.1,10.35,85.4,48,81.07,secundario
Chimaltenango,Maiz,11,6,False,84.44,8.56,83.3,48,79.46,secundario
Chimaltenango,Maiz,9,7,False,83.26,11.0,70.8,48,74.82,secundario
Chimaltenango,Maiz,3,8,False,80.52,7.95,72.5,51,73.71,secundario
Chimaltenango,Maiz,2,9,False,78.32,6.25,68.6,51,71.18,secundario
Chimaltenango,Maiz,6,10,False,80.97,10.7,62.5,48,70.85,secundario
Chimaltenango,Maiz,12,11,False,78.53,7.12,64.6,48,70.06,secundario
Chimaltenango,Maiz,1,12,False,77.43,6.71,62.7,51,68.81,secundario
Chimaltenango,Mango,4,1,True,86.38,6.76,95.8,48,84.56,recomendado
Chimaltenango,Mango,5,2,True,85.82,9.27,85.4,48,80.95,recomendado
Chimaltenango,Mango,8,3,True,83.53,10.6,79.2,48,77.52,recomendado
Chimaltenango,Mango,7,4,False,80.72,10.47,72.9,48,73.82,secundario
Chimaltenango,Mango,10,5,False,77.43,10.05,58.3,48,67.33,secundario
Chimaltenango,Mango,11,6,False,76.38,8.97,56.2,48,66.07,secundario
Chimaltenango,Mango,3,7,False,74.06,8.75,45.1,51,61.23,secundario
Chimaltenango,Mango,9,8,False,73.55,10.44,41.7,48,59.78,secundario
Chimaltenango,Mango,12,9,False,73.52,6.93,39.6,48,59.32,secundario
Chimaltenango,Mango,6,10,False,72.8,10.63,33.3,48,56.79,secundario
Chimaltenango,Mango,2,11,False,71.6,8.21,33.3,51,56.13,secundario
Chimaltenango,Mango,1,12,False,70.85,6.43,27.5,51,53.97,secundario
Chimaltenango,Mani,4,1,True,88.79,8.19,91.7,48,84.8,recomendado
Chimaltenango,Mani,3,2,True,80.28,7.23,74.5,51,74.17,recomendado
Chimaltenango,Mani,11,3,True,78.85,7.83,75.0,48,73.36,recomendado
Chimaltenango,Mani,7,4,False,80.22,11.98,70.8,48,72.79,secundario
Chimaltenango,Mani,2,5,False,78.85,7.05,72.5,51,72.67,secundario
Chimaltenango,Mani,5,6,False,81.76,11.23,66.7,48,72.58,secundario
Chimaltenango,Mani,1,7,False,77.43,6.6,60.8,51,68.23,secundario
Chimaltenango,Mani,12,8,False,77.07,6.96,58.3,48,67.25,secundario
Chimaltenango,Mani,8,9,False,77.87,11.03,52.1,48,65.69,secundario
Chimaltenango,Mani,10,10,False,72.14,11.02,37.5,48,57.59,secundario
Chimaltenango,Mani,6,11,False,69.05,8.84,20.8,48,50.69,secundario
Chimaltenango,Mani,9,12,False,66.87,11.32,25.0,48,50.4,secundario
Chimaltenango,Melon,4,1,True,90.76,8.52,91.7,48,86.07,recomendado
Chimaltenango,Melon,3,2,True,87.28,7.46,94.1,51,84.6,recomendado
Chimaltenango,Melon,1,3,True,84.15,6.28,92.2,51,82.03,recomendado
Chimaltenango,Melon,12,4,False,82.69,6.14,93.8,48,81.56,secundario
Chimaltenango,Melon,2,5,False,84.07,8.34,88.2,51,80.7,secundario
Chimaltenango,Melon,11,6,False,81.41,8.3,79.2,48,76.25,secundario
Chimaltenango,Melon,7,7,False,81.39,12.7,68.8,48,72.89,secundario
Chimaltenango,Melon,5,8,False,81.77,11.78,64.6,48,71.94,secundario
Chimaltenango,Melon,8,9,False,76.03,11.81,52.1,48,64.45,secundario
Chimaltenango,Melon,10,10,False,69.02,11.22,22.9,48,51.18,secundario
Chimaltenango,Melon,6,11,False,68.27,8.84,20.8,48,50.18,secundario
Chimaltenango,Melon,9,12,False,67.27,7.88,16.7,48,48.33,secundario
Chimaltenango,Naranja,4,1,True,88.3,6.88,97.9,48,86.42,recomendado
Chimaltenango,Naranja,5,2,True,88.8,8.99,91.7,48,84.77,recomendado
Chimaltenango,Naranja,8,3,True,88.18,9.61,89.6,48,83.71,recomendado
Chimaltenango,Naranja,7,4,False,86.47,9.11,87.5,48,82.0,secundario
Chimaltenango,Naranja,11,5,False,84.95,8.68,89.6,48,81.66,secundario
Chimaltenango,Naranja,10,6,False,84.99,9.71,83.3,48,79.76,secundario
Chimaltenango,Naranja,3,7,False,79.27,7.55,70.6,51,72.32,secundario
Chimaltenango,Naranja,9,8,False,81.21,10.48,66.7,48,72.26,secundario
Chimaltenango,Naranja,6,9,False,78.75,9.25,62.5,48,69.47,secundario
Chimaltenango,Naranja,2,10,False,76.11,7.18,56.9,51,66.17,secundario
Chimaltenango,Naranja,1,11,False,75.77,6.62,56.9,51,65.98,secundario
Chimaltenango,Naranja,12,12,False,76.94,7.47,54.2,48,65.89,secundario
Chimaltenango,Papa,11,1,True,87.62,8.22,93.8,48,84.67,recomendado
Chimaltenango,Papa,4,2,True,88.67,8.46,89.6,48,84.09,recomendado
Chimaltenango,Papa,7,3,True,88.18,9.23,89.6,48,83.73,recomendado
Chimaltenango,Papa,12,4,False,87.26,8.57,89.6,48,83.16,secundario
Chimaltenango,Papa,5,5,False,86.9,8.91,89.6,48,82.91,secundario
Chimaltenango,Papa,3,6,False,82.93,7.25,86.3,51,79.43,secundario
Chimaltenango,Papa,10,7,False,83.75,8.83,81.2,48,78.37,secundario
Chimaltenango,Papa,1,8,False,82.3,7.16,82.4,51,77.84,secundario
Chimaltenango,Papa,2,9,False,81.07,6.55,84.3,51,77.66,secundario
Chimaltenango,Papa,8,10,False,84.77,11.63,72.9,48,76.4,secundario
Chimaltenango,Papa,9,11,False,77.03,8.71,64.6,48,69.01,secundario
Chimaltenango,Papa,6,12,False,76.6,8.24,54.2,48,65.63,secundario
Chimaltenango,Papaya,5,1,True,85.16,6.92,89.6,48,81.88,recomendado
Chimaltenango,Papaya,8,2,True,85.71,8.33,87.5,48,81.54,recomendado
Chimaltenango,Papaya,4,3,True,79.72,7.56,70.8,48,72.69,recomendado
Chimaltenango,Papaya,7,4,False,80.02,10.57,66.7,48,71.48,secundario
Chimaltenango,Papaya,9,5,False,77.78,10.54,58.3,48,67.53,secundario
Chimaltenango,Papaya,10,6,False,78.09,8.99,56.2,48,67.18,secundario
Chimaltenango,Papaya,6,7,False,76.14,12.13,54.2,48,65.14,secundario
Chimaltenango,Papaya,11,8,False,74.87,9.04,43.8,48,61.34,secundario
Chimaltenango,Papaya,3,9,False,71.74,7.47,31.4,51,55.67,secundario
Chimaltenango,Papaya,12,10,False,71.83,4.72,29.2,48,55.2,secundario
Chimaltenango,Papaya,1,11,False,69.68,5.93,17.6,51,50.29,secundario
Chimaltenango,Papaya,2,12,False,68.48,6.41,13.7,51,48.31,secundario
Chimaltenango,Pepino,4,1,True,92.19,7.81,95.8,48,88.28,recomendado
Chimaltenango,Pepino,1,2,True,86.36,6.02,98.0,51,85.25,recomendado
Chimaltenango,Pepino,11,3,True,87.21,8.27,93.8,48,84.4,recomendado
Chimaltenango,Pepino,3,4,False,85.73,7.07,94.1,51,83.61,secundario
Chimaltenango,Pepino,12,5,False,86.12,8.52,89.6,48,82.42,secundario
Chimaltenango,Pepino,2,6,False,84.78,8.02,86.3,51,80.59,secundario
Chimaltenango,Pepino,5,7,False,84.74,9.6,83.3,48,79.6,secundario
Chimaltenango,Pepino,7,8,False,86.47,9.74,79.2,48,79.47,secundario
Chimaltenango,Pepino,10,9,False,79.44,8.87,70.8,48,72.44,secundario
Chimaltenango,Pepino,8,10,False,81.64,11.28,60.4,48,70.63,secundario
Chimaltenango,Pepino,6,11,False,77.43,8.08,58.3,48,67.42,secundario
Chimaltenango,Pepino,9,12,False,76.48,8.02,54.2,48,65.56,secundario
Chimaltenango,Pina,5,1,True,88.93,7.07,95.8,48,86.2,recomendado
Chimaltenango,Pina,8,2,True,89.54,9.37,89.6,48,84.6,recomendado
Chimaltenango,Pina,4,3,True,84.39,9.68,87.5,48,80.62,recomendado
Chimaltenango,Pina,7,4,False,83.75,10.31,77.1,48,77.05,secundario
Chimaltenango,Pina,9,5,False,83.22,10.07,70.8,48,74.84,secundario
Chimaltenango,Pina,10,6,False,82.74,9.74,68.8,48,73.92,secundario
Chimaltenango,Pina,11,7,False,79.44,9.4,68.8,48,71.79,secundario
Chimaltenango,Pina,6,8,False,81.23,10.91,64.6,48,71.63,secundario
Chimaltenango,Pina,3,9,False,75.71,8.13,52.9,51,64.69,secundario
Chimaltenango,Pina,12,10,False,74.05,6.86,43.8,48,60.91,secundario
Chimaltenango,Pina,1,11,False,73.15,4.97,35.3,51,57.89,secundario
Chimaltenango,Pina,2,12,False,73.67,5.45,31.4,51,57.03,secundario
Chimaltenango,Repollo,12,1,True,88.01,7.07,93.8,48,84.98,recomendado
Chimaltenango,Repollo,4,2,True,88.49,7.83,91.7,48,84.63,recomendado
Chimaltenango,Repollo,2,3,True,84.61,7.36,96.1,51,83.45,recomendado
Chimaltenango,Repollo,3,4,False,84.4,6.18,96.1,51,83.38,secundario
Chimaltenango,Repollo,11,5,False,87.2,8.51,89.6,48,83.13,secundario
Chimaltenango,Repollo,1,6,False,84.54,6.56,94.1,51,82.86,secundario
Chimaltenango,Repollo,7,7,False,85.01,11.16,70.8,48,75.95,secundario
Chimaltenango,Repollo,5,8,False,81.66,10.0,72.9,48,74.45,secundario
Chimaltenango,Repollo,10,9,False,79.58,9.62,68.8,48,71.87,secundario
Chimaltenango,Repollo,8,10,False,80.27,12.22,62.5,48,70.31,secundario
Chimaltenango,Repollo,6,11,False,74.65,7.56,52.1,48,63.77,secundario
Chimaltenango,Repollo,9,12,False,73.98,7.15,39.6,48,59.6,secundario
Chimaltenango,Sandia,4,1,True,88.77,7.86,91.7,48,84.81,recomendado
Chimaltenango,Sandia,3,2,True,84.46,7.3,90.2,51,81.59,recomendado
Chimaltenango,Sandia,2,3,True,82.31,7.15,86.3,51,79.03,recomendado
Chimaltenango,Sandia,1,4,False,81.07,6.2,82.4,51,77.09,secundario
Chimaltenango,Sandia,12,5,False,80.11,7.29,75.0,48,74.21,secundario
Chimaltenango,Sandia,11,6,False,77.22,8.91,66.7,48,69.75,secundario
Chimaltenango,Sandia,7,7,False,78.72,11.87,60.4,48,68.7,secundario
Chimaltenango,Sandia,5,8,False,76.87,12.44,45.8,48,63.1,secundario
Chimaltenango,Sandia,8,9,False,72.5,11.95,39.6,48,58.4,secundario
Chimaltenango,Sandia,10,10,False,67.39,9.77,18.8,48,48.94,secundario
Chimaltenango,Sandia,6,11,False,64.15,9.46,8.3,48,43.72,secundario
Chimaltenango,Sandia,9,12,False,63.54,8.46,8.3,48,43.38,secundario
Chimaltenango,Sorgo,4,1,True,88.26,8.95,89.6,48,83.8,recomendado
Chimaltenango,Sorgo,3,2,True,83.09,7.46,90.2,51,80.69,recomendado
Chimaltenango,Sorgo,5,3,True,84.38,11.24,75.0,48,76.78,recomendado
Chimaltenango,Sorgo,11,4,False,79.23,7.51,83.3,48,76.12,secundario
Chimaltenango,Sorgo,12,5,False,78.94,4.57,79.2,48,74.83,secundario
Chimaltenango,Sorgo,7,6,False,82.09,10.11,70.8,48,74.1,secundario
Chimaltenango,Sorgo,1,7,False,78.25,6.1,74.5,51,72.91,secundario
Chimaltenango,Sorgo,8,8,False,81.29,11.79,68.8,48,72.88,secundario
Chimaltenango,Sorgo,2,9,False,79.08,7.74,70.6,51,72.19,secundario
Chimaltenango,Sorgo,10,10,False,73.9,10.64,43.8,48,60.63,secundario
Chimaltenango,Sorgo,9,11,False,71.05,10.43,29.2,48,54.41,secundario
Chimaltenango,Sorgo,6,12,False,70.96,10.66,25.0,48,53.09,secundario
Chimaltenango,Soya,4,1,True,88.98,7.52,97.9,48,86.83,recomendado
Chimaltenango,Soya,8,2,True,87.58,9.46,87.5,48,82.7,recomendado
Chimaltenango,Soya,5,3,True,87.65,9.35,85.4,48,82.13,recomendado
Chimaltenango,Soya,7,4,False,86.06,10.88,81.2,48,79.77,secundario
Chimaltenango,Soya,11,5,False,83.06,7.55,85.4,48,79.23,secundario
Chimaltenango,Soya,12,6,False,79.35,7.61,72.9,48,73.07,secundario
Chimaltenango,Soya,10,7,False,81.47,11.21,66.7,48,72.4,secundario
Chimaltenango,Soya,3,8,False,79.26,10.0,64.7,51,70.43,secundario
Chimaltenango,Soya,6,9,False,78.31,9.03,62.5,48,69.2,secundario
Chimaltenango,Soya,9,10,False,78.85,11.67,58.3,48,68.17,secundario
Chimaltenango,Soya,2,11,False,75.38,7.34,58.8,51,66.28,secundario
Chimaltenango,Soya,1,12,False,75.68,7.41,56.9,51,65.88,secundario
Chimaltenango,Tomate,4,1,True,92.1,7.72,95.8,48,88.23,recomendado
Chimaltenango,Tomate,12,2,True,89.72,6.86,97.9,48,87.35,recomendado
Chimaltenango,Tomate,3,3,True,89.8,7.69,94.1,51,86.22,recomendado
Chimaltenango,Tomate,1,4,False,86.94,6.39,98.0,51,85.6,secundario
Chimaltenango,Tomate,2,5,False,87.03,6.82,94.1,51,84.46,secundario
Chimaltenango,Tomate,11,6,False,86.66,8.66,89.6,48,82.77,secundario
Chimaltenango,Tomate,7,7,False,82.45,9.99,77.1,48,76.22,secundario
Chimaltenango,Tomate,5,8,False,83.06,10.05,72.9,48,75.36,secundario
Chimaltenango,Tomate,8,9,False,81.09,13.16,64.6,48,71.43,secundario
Chimaltenango,Tomate,10,10,False,76.48,11.71,45.8,48,62.88,secundario
Chimaltenango,Tomate,9,11,False,72.73,7.18,43.8,48,60.04,secundario
Chimaltenango,Tomate,6,12,False,72.52,6.78,37.5,48,58.05,secundario
Chimaltenango,Trigo,4,1,True,91.04,7.09,97.9,48,88.19,recomendado
Chimaltenango,Trigo,3,2,True,89.95,6.56,100.0,51,88.14,recomendado
Chimaltenango,Trigo,2,3,True,89.64,6.34,98.0,51,87.36,recomendado
Chimaltenango,Trigo,1,4,False,88.3,6.77,100.0,51,87.06,secundario
Chimaltenango,Trigo,12,5,False,89.05,6.91,97.9,48,86.91,secundario
Chimaltenango,Trigo,11,6,False,85.29,9.85,85.4,48,80.57,secundario
Chimaltenango,Trigo,7,7,False,80.15,10.64,60.4,48,69.69,secundario
Chimaltenango,Trigo,5,8,False,77.42,12.55,47.9,48,64.07,secundario
Chimaltenango,Trigo,8,9,False,75.88,12.46,47.9,48,63.07,secundario
Chimaltenango,Trigo,10,10,False,73.14,10.3,35.4,48,57.65,secundario
Chimaltenango,Trigo,6,11,False,68.68,7.74,20.8,48,50.5,secundario
Chimaltenango,Trigo,9,12,False,67.69,7.74,14.6,48,47.98,secundario
Chimaltenango,Yuca,4,1,True,83.9,6.75,93.8,48,82.32,recomendado
Chimaltenango,Yuca,5,2,True,84.67,8.83,85.4,48,80.22,recomendado
Chimaltenango,Yuca,8,3,True,82.94,10.23,79.2,48,77.15,recomendado
Chimaltenango,Yuca,7,4,False,82.15,11.13,70.8,48,74.09,secundario
Chimaltenango,Yuca,10,5,False,79.68,10.98,64.6,48,70.62,secundario
Chimaltenango,Yuca,11,6,False,77.73,9.22,52.1,48,65.69,secundario
Chimaltenango,Yuca,9,7,False,74.29,11.18,41.7,48,60.23,secundario
Chimaltenango,Yuca,6,8,False,73.6,11.43,39.6,48,59.14,secundario
Chimaltenango,Yuca,3,9,False,71.96,8.74,33.3,51,56.34,secundario
Chimaltenango,Yuca,12,10,False,71.69,7.76,27.1,48,54.34,secundario
Chimaltenango,Yuca,2,11,False,69.63,7.97,27.5,51,53.09,secundario
Chimaltenango,Yuca,1,12,False,71.03,5.62,23.5,51,52.95,secundario
Chimaltenango,Zanahoria,2,1,True,86.85,6.57,98.0,51,85.54,recomendado
Chimaltenango,Zanahoria,1,2,True,86.82,6.38,98.0,51,85.52,recomendado
Chimaltenango,Zanahoria,12,3,True,88.4,7.62,93.8,48,85.21,recomendado
Chimaltenango,Zanahoria,4,4,False,88.97,8.73,91.7,48,84.9,secundario
Chimaltenango,Zanahoria,3,5,False,86.54,7.27,96.1,51,84.71,secundario
Chimaltenango,Zanahoria,11,6,False,85.87,9.84,85.4,48,80.95,secundario
Chimaltenango,Zanahoria,5,7,False,80.84,11.45,66.7,48,71.97,secundario
Chimaltenango,Zanahoria,7,8,False,81.6,12.57,62.5,48,71.16,secundario
Chimaltenango,Zanahoria,8,9,False,78.54,12.91,54.2,48,66.65,secundario
Chimaltenango,Zanahoria,9,10,False,71.05,7.26,37.5,48,57.07,secundario
Chimaltenango,Zanahoria,10,11,False,73.02,10.14,29.2,48,55.71,secundario
Chimaltenango,Zanahoria,6,12,False,71.37,6.39,20.8,48,52.32,secundario
Chimaltenango,Zucchini,4,1,True,91.77,7.29,95.8,48,88.04,recomendado
Chimaltenango,Zucchini,3,2,True,86.88,7.31,94.1,51,84.34,recomendado
Chimaltenango,Zucchini,1,3,True,85.31,6.0,96.1,51,83.97,recomendado
Chimaltenango,Zucchini,11,4,False,85.63,6.95,91.7,48,82.81,secundario
Chimaltenango,Zucchini,2,5,False,85.18,7.6,90.2,51,82.04,secundario
Chimaltenango,Zucchini,12,6,False,84.9,7.57,89.6,48,81.68,secundario
Chimaltenango,Zucchini,5,7,False,84.47,10.41,79.2,48,78.13,secundario
Chimaltenango,Zucchini,7,8,False,82.58,13.59,72.9,48,74.87,secundario
Chimaltenango,Zucchini,8,9,False,80.02,10.71,62.5,48,70.23,secundario
Chimaltenango,Zucchini,10,10,False,76.98,8.26,56.2,48,66.5,secundario
Chimaltenango,Zucchini,9,11,False,72.74,8.55,41.7,48,59.35,secundario
Chimaltenango,Zucchini,6,12,False,72.58,7.37,31.2,48,56.18,secundario
Chiquimula,Aguacate,11,1,True,86.38,8.45,89.6,48,82.6,recomendado
Chiquimula,Aguacate,12,2,True,84.97,9.42,85.4,48,80.38,recomendado
Chiquimula,Aguacate,7,3,True,83.86,9.52,77.1,48,77.16,recomendado
Chiquimula,Aguacate,1,4,False,81.18,8.14,82.4,51,77.06,secundario
Chiquimula,Aguacate,8,5,False,80.17,8.15,81.2,48,76.08,secundario
Chiquimula,Aguacate,10,6,False,80.27,8.5,70.8,48,73.0,secundario
Chiquimula,Aguacate,5,7,False,81.25,10.88,66.7,48,72.27,secundario
Chiquimula,Aguacate,4,8,False,79.22,10.68,64.6,48,70.33,secundario
Chiquimula,Aguacate,2,9,False,78.26,7.46,64.7,51,69.91,secundario
Chiquimula,Aguacate,6,10,False,76.42,7.16,62.5,48,68.07,secundario
Chiquimula,Aguacate,3,11,False,76.26,7.94,54.9,51,65.64,secundario
Chiquimula,Aguacate,9,12,False,76.37,7.16,52.1,48,64.91,secundario
Chiquimula,Arroz,8,1,True,89.98,8.46,97.9,48,87.44,recomendado
Chiquimula,Arroz,7,2,True,88.05,8.18,95.8,48,85.58,recomendado
Chiquimula,Arroz,10,3,True,88.2,10.17,85.4,48,82.45,recomendado
Chiquimula,Arroz,9,4,False,85.19,8.72,91.7,48,82.44,secundario
Chiquimula,Arroz,6,5,False,84.68,9.43,83.3,48,79.57,secundario
Chiquimula,Arroz,5,6,False,79.91,11.59,64.6,48,70.74,secundario
Chiquimula,Arroz,11,7,False,80.3,10.17,62.5,48,70.44,secundario
Chiquimula,Arroz,12,8,False,74.62,8.29,47.9,48,62.47,secundario
Chiquimula,Arroz,1,9,False,68.77,6.01,21.6,51,50.87,secundario
Chiquimula,Arroz,3,10,False,67.63,5.65,11.8,51,47.21,secundario
Chiquimula,Arroz,2,11,False,66.95,6.41,9.8,51,46.14,secundario
Chiquimula,Arroz,4,12,False,64.65,9.23,8.3,48,44.06,secundario
Chiquimula,Avena,12,1,True,86.98,7.3,95.8,48,84.92,recomendado
